Mots conjugués;Infinitif
tiens;tenir
tient;tenir
tenons;tenir
tenez;tenir
tiennent;tenir
tiens;tenir
tiens;tenir
tient;tenir
tenons;tenir
tenez;tenir
tiennent;tenir
tiens;tenir
tiens;tenir
tient;tenir
tenons;tenir
tenez;tenir
tiennent;tenir
tiens;tenir
tiens;tenir
tient;tenir
tenons;tenir
tenez;tenir
tiennent;tenir
tiens;tenir
tiens;tenir
tient;tenir
tenons;tenir
tenez;tenir
tiennent;tenir
tiens;tenir
tiens;tenir
tient;tenir
tenons;tenir
tenez;tenir
tiennent;tenir
tiens;tenir
tiens;tenir
tient;tenir
tenons;tenir
tenez;tenir
tiennent;tenir
tiens;tenir
tiens;tenir
tient;tenir
tenons;tenir
tenez;tenir
tiennent;tenir
termine;terminer
termines;terminer
termine;terminer
terminons;terminer
terminez;terminer
terminent;terminer
terrifie;terrifier
terrifies;terrifier
terrifie;terrifier
terrifions;terrifier
terrifiez;terrifier
terrifient;terrifier
terrorise;terroriser
terrorises;terroriser
terrorise;terroriser
terrorisons;terroriser
terrorisez;terroriser
terrorisent;terroriser
timbre;timbrer
timbres;timbrer
timbre;timbrer
timbrons;timbrer
timbrez;timbrer
timbrent;timbrer
tire;tirer
tires;tirer
tire;tirer
tirons;tirer
tirez;tirer
tirent;tirer
tire;tirer
tires;tirer
tire;tirer
tirons;tirer
tirez;tirer
tirent;tirer
tire;tirer
tires;tirer
tire;tirer
tirons;tirer
tirez;tirer
tirent;tirer
tire;tirer
tires;tirer
tire;tirer
tirons;tirer
tirez;tirer
tirent;tirer
tire;tirer
tires;tirer
tire;tirer
tirons;tirer
tirez;tirer
tirent;tirer
tire;tirer
tires;tirer
tire;tirer
tirons;tirer
tirez;tirer
tirent;tirer
tire;tirer
tires;tirer
tire;tirer
tirons;tirer
tirez;tirer
tirent;tirer
tire;tirer
tires;tirer
tire;tirer
tirons;tirer
tirez;tirer
tirent;tirer
tire;tirer
tires;tirer
tire;tirer
tirons;tirer
tirez;tirer
tirent;tirer
tire;tirer
tires;tirer
tire;tirer
tirons;tirer
tirez;tirer
tirent;tirer
tisse;tisser
tisses;tisser
tisse;tisser
tissons;tisser
tissez;tisser
tissent;tisser
tolère;tolérer
tolères;tolérer
tolère;tolérer
tolérons;tolérer
tolérez;tolérer
tolèrent;tolérer
tombe;tomber
tombes;tomber
tombe;tomber
tombons;tomber
tombez;tomber
tombent;tomber
tombe;tomber
tombes;tomber
tombe;tomber
tombons;tomber
tombez;tomber
tombent;tomber
tonds;tondre
tonds;tondre
tond;tondre
tondons;tondre
tondez;tondre
tondent;tondre
-;tonner
-;tonner
tonne;tonner
-;tonner
-;tonner
-;tonner
touche;toucher
touches;toucher
touche;toucher
touchons;toucher
touchez;toucher
touchent;toucher
tourne;tourner
tournes;tourner
tourne;tourner
tournons;tourner
tournez;tourner
tournent;tourner
tourne;tourner
tournes;tourner
tourne;tourner
tournons;tourner
tournez;tourner
tournent;tourner
tourne;tourner
tournes;tourner
tourne;tourner
tournons;tourner
tournez;tourner
tournent;tourner
tourne;tourner
tournes;tourner
tourne;tourner
tournons;tourner
tournez;tourner
tournent;tourner
tourne;tourner
tournes;tourner
tourne;tourner
tournons;tourner
tournez;tourner
tournent;tourner
tousse;tousser
tousses;tousser
tousse;tousser
toussons;tousser
toussez;tousser
toussent;tousser
trace;tracer
traces;tracer
trace;tracer
traçons;tracer
tracez;tracer
tracent;tracer
traduis;traduire
traduis;traduire
traduit;traduire
traduisons;traduire
traduisez;traduire
traduisent;traduire
traîne;trainer
traînes;trainer
traîne;trainer
traînons;trainer
traînez;trainer
traînent;trainer
trais;traire
trais;traire
trait;traire
trayons;traire
trayez;traire
traient;traire
traite;traiter
traites;traiter
traite;traiter
traitons;traiter
traitez;traiter
traitent;traiter
transmets;transmettre
transmets;transmettre
transmet;transmettre
transmettons;transmettre
transmettez;transmettre
transmettent;transmettre
transpire;transpirer
transpires;transpirer
transpire;transpirer
transpirons;transpirer
transpirez;transpirer
transpirent;transpirer
transplante;transplanter
transplantes;transplanter
transplante;transplanter
transplantons;transplanter
transplantez;transplanter
transplantent;transplanter
transporte;transporter
transportes;transporter
transporte;transporter
transportons;transporter
transportez;transporter
transportent;transporter
travaille;travailler
travailles;travailler
travaille;travailler
travaillons;travailler
travaillez;travailler
travaillent;travailler
travaille;travailler
travailles;travailler
travaille;travailler
travaillons;travailler
travaillez;travailler
travaillent;travailler
travaille;travailler
travailles;travailler
travaille;travailler
travaillons;travailler
travaillez;travailler
travaillent;travailler
travaille;travailler
travailles;travailler
travaille;travailler
travaillons;travailler
travaillez;travailler
travaillent;travailler
traverse;traverser
traverses;traverser
traverse;traverser
traversons;traverser
traversez;traverser
traversent;traverser
tremble;trembler
trembles;trembler
tremble;trembler
tremblons;trembler
tremblez;trembler
tremblent;trembler
trempe;tremper
trempes;tremper
trempe;tremper
trempons;tremper
trempez;tremper
trempent;tremper
tricote;tricoter
tricotes;tricoter
tricote;tricoter
tricotons;tricoter
tricotez;tricoter
tricotent;tricoter
trie;trier
tries;trier
trie;trier
trions;trier
triez;trier
trient;trier
trinque;trinquer
trinques;trinquer
trinque;trinquer
trinquons;trinquer
trinquez;trinquer
trinquent;trinquer
trompe;tromper
trompes;tromper
trompe;tromper
trompons;tromper
trompez;tromper
trompent;tromper
trouve;trouver
trouves;trouver
trouve;trouver
trouvons;trouver
trouvez;trouver
trouvent;trouver
trouve;trouver
trouves;trouver
trouve;trouver
trouvons;trouver
trouvez;trouver
trouvent;trouver
trouve;trouver
trouves;trouver
trouve;trouver
trouvons;trouver
trouvez;trouver
trouvent;trouver
trébuche;trébucher
trébuches;trébucher
trébuche;trébucher
trébuchons;trébucher
trébuchez;trébucher
trébuchent;trébucher
trépigne;trépigner
trépignes;trépigner
trépigne;trépigner
trépignons;trépigner
trépignez;trépigner
trépignent;trépigner
tue;tuer
tues;tuer
tue;tuer
tuons;tuer
tuez;tuer
tuent;tuer
télécharge;télécharger
télécharges;télécharger
télécharge;télécharger
téléchargeons;télécharger
téléchargez;télécharger
téléchargent;télécharger
téléphone;téléphoner
téléphones;téléphoner
téléphone;téléphoner
téléphonons;téléphoner
téléphonez;téléphoner
téléphonent;téléphoner
tète;téter
tètes;téter
tète;téter
tétons;téter
tétez;téter
tètent;téter
tète;têter
tètes;têter
tète;têter
tétons;têter
tétez;têter
tètent;têter
unis;unir
unis;unir
unit;unir
unissons;unir
unissez;unir
unissent;unir
urine;uriner
urines;uriner
urine;uriner
urinons;uriner
urinez;uriner
urinent;uriner
utilise;utiliser
utilises;utiliser
utilise;utiliser
utilisons;utiliser
utilisez;utiliser
utilisent;utiliser
utilise;utiliser
utilises;utiliser
utilise;utiliser
utilisons;utiliser
utilisez;utiliser
utilisent;utiliser
utilise;utiliser
utilises;utiliser
utilise;utiliser
utilisons;utiliser
utilisez;utiliser
utilisent;utiliser
utilise;utiliser
utilises;utiliser
utilise;utiliser
utilisons;utiliser
utilisez;utiliser
utilisent;utiliser
utilise;utiliser
utilises;utiliser
utilise;utiliser
utilisons;utiliser
utilisez;utiliser
utilisent;utiliser
utilise;utiliser
utilises;utiliser
utilise;utiliser
utilisons;utiliser
utilisez;utiliser
utilisent;utiliser
utilise;utiliser
utilises;utiliser
utilise;utiliser
utilisons;utiliser
utilisez;utiliser
utilisent;utiliser
vaincs;vaincre
vaincs;vaincre
vainc;vaincre
vainquons;vaincre
vainquez;vaincre
vainquent;vaincre
valide;valider
valides;valider
valide;valider
validons;valider
validez;valider
valident;valider
vaporise;vaporiser
vaporises;vaporiser
vaporise;vaporiser
vaporisons;vaporiser
vaporisez;vaporiser
vaporisent;vaporiser
veille;veiller
veilles;veiller
veille;veiller
veillons;veiller
veillez;veiller
veillent;veiller
vendange;vendanger
vendanges;vendanger
vendange;vendanger
vendangeons;vendanger
vendangez;vendanger
vendangent;vendanger
vends;vendre
vends;vendre
vend;vendre
vendons;vendre
vendez;vendre
vendent;vendre
vends;vendre
vends;vendre
vend;vendre
vendons;vendre
vendez;vendre
vendent;vendre
viens;venir
viens;venir
vient;venir
venons;venir
venez;venir
viennent;venir
ventile;ventiler
ventiles;ventiler
ventile;ventiler
ventilons;ventiler
ventilez;ventiler
ventilent;ventiler
verbalise;verbaliser
verbalises;verbaliser
verbalise;verbaliser
verbalisons;verbaliser
verbalisez;verbaliser
verbalisent;verbaliser
vernis;vernir
vernis;vernir
vernit;vernir
vernissons;vernir
vernissez;vernir
vernissent;vernir
verrouille;verrouiller
verrouilles;verrouiller
verrouille;verrouiller
verrouillons;verrouiller
verrouillez;verrouiller
verrouillent;verrouiller
verse;verser
verses;verser
verse;verser
versons;verser
versez;verser
versent;verser
vibre;vibrer
vibres;vibrer
vibre;vibrer
vibrons;vibrer
vibrez;vibrer
vibrent;vibrer
vide;vider
vides;vider
vide;vider
vidons;vider
videz;vider
vident;vider
visite;visiter
visites;visiter
visite;visiter
visitons;visiter
visitez;visiter
visitent;visiter
visse;visser
visses;visser
visse;visser
vissons;visser
vissez;visser
vissent;visser
vis;vivre
vis;vivre
vit;vivre
vivons;vivre
vivez;vivre
vivent;vivre
vis;vivre
vis;vivre
vit;vivre
vivons;vivre
vivez;vivre
vivent;vivre
vocifère;vociférer
vocifères;vociférer
vocifère;vociférer
vociférons;vociférer
vociférez;vociférer
vocifèrent;vociférer
vois;voir
vois;voir
voit;voir
voyons;voir
voyez;voir
voient;voir
vois;voir
vois;voir
voit;voir
voyons;voir
voyez;voir
voient;voir
vole;voler
voles;voler
vole;voler
volons;voler
volez;voler
volent;voler
vomis;vomir
vomis;vomir
vomit;vomir
vomissons;vomir
vomissez;vomir
vomissent;vomir
vote;voter
votes;voter
vote;voter
votons;voter
votez;voter
votent;voter
veux;vouloir
veux;vouloir
veut;vouloir
voulons;vouloir
voulez;vouloir
veulent;vouloir
voyage;voyager
voyages;voyager
voyage;voyager
voyageons;voyager
voyagez;voyager
voyagent;voyager
voyage;voyager
voyages;voyager
voyage;voyager
voyageons;voyager
voyagez;voyager
voyagent;voyager
voyage;voyager
voyages;voyager
voyage;voyager
voyageons;voyager
voyagez;voyager
voyagent;voyager
voyage;voyager
voyages;voyager
voyage;voyager
voyageons;voyager
voyagez;voyager
voyagent;voyager
voyage;voyager
voyages;voyager
voyage;voyager
voyageons;voyager
voyagez;voyager
voyagent;voyager
voyage;voyager
voyages;voyager
voyage;voyager
voyageons;voyager
voyagez;voyager
voyagent;voyager
vérifie;vérifier
vérifies;vérifier
vérifie;vérifier
vérifions;vérifier
vérifiez;vérifier
vérifient;vérifier
zappe;zapper
zappes;zapper
zappe;zapper
zappons;zapper
zappez;zapper
zappent;zapper
zippe;zipper
zippes;zipper
zippe;zipper
zippons;zipper
zippez;zipper
zippent;zipper
éblouis;éblouir
éblouis;éblouir
éblouit;éblouir
éblouissons;éblouir
éblouissez;éblouir
éblouissent;éblouir
échange;échanger
échanges;échanger
échange;échanger
échangeons;échanger
échangez;échanger
échangent;échanger
échappe;échapper
échappes;échapper
échappe;échapper
échappons;échapper
échappez;échapper
échappent;échapper
échauffe;échauffer
échauffes;échauffer
échauffe;échauffer
échauffons;échauffer
échauffez;échauffer
échauffent;échauffer
éclabousse;éclabousser
éclabousses;éclabousser
éclabousse;éclabousser
éclaboussons;éclabousser
éclaboussez;éclabousser
éclaboussent;éclabousser
éclaire;éclairer
éclaires;éclairer
éclaire;éclairer
éclairons;éclairer
éclairez;éclairer
éclairent;éclairer
éclate;éclater
éclates;éclater
éclate;éclater
éclatons;éclater
éclatez;éclater
éclatent;éclater
éclos;éclore
éclos;éclore
éclot;éclore
-;éclore
-;éclore
éclosent;éclore
économise;économiser
économises;économiser
économise;économiser
économisons;économiser
économisez;économiser
économisent;économiser
écoute;écouter
écoutes;écouter
écoute;écouter
écoutons;écouter
écoutez;écouter
écoutent;écouter
écrase;écraser
écrases;écraser
écrase;écraser
écrasons;écraser
écrasez;écraser
écrasent;écraser
écris;écrire
écris;écrire
écrit;écrire
écrivons;écrire
écrivez;écrire
écrivent;écrire
éduque;éduquer
éduques;éduquer
éduque;éduquer
éduquons;éduquer
éduquez;éduquer
éduquent;éduquer
égare;égarer
égares;égarer
égare;égarer
égarons;égarer
égarez;égarer
égarent;égarer
égoutte;égoutter
égouttes;égoutter
égoutte;égoutter
égouttons;égoutter
égouttez;égoutter
égouttent;égoutter
égratigne;égratigner
égratignes;égratigner
égratigne;égratigner
égratignons;égratigner
égratignez;égratigner
égratignent;égratigner
élabore;élaborer
élabores;élaborer
élabore;élaborer
élaborons;élaborer
élaborez;élaborer
élaborent;élaborer
élague;élaguer
élagues;élaguer
élague;élaguer
élaguons;élaguer
élaguez;élaguer
élaguent;élaguer
électrocute;électrocuter
électrocutes;électrocuter
électrocute;électrocuter
électrocutons;électrocuter
électrocutez;électrocuter
électrocutent;électrocuter
élève;élever
élèves;élever
élève;élever
élevons;élever
élevez;élever
élèvent;élever
éloigne;éloigner
éloignes;éloigner
éloigne;éloigner
éloignons;éloigner
éloignez;éloigner
éloignent;éloigner
émiette;émietter
émiettes;émietter
émiette;émietter
émiettons;émietter
émiettez;émietter
émiettent;émietter
énerve;énerver
énerves;énerver
énerve;énerver
énervons;énerver
énervez;énerver
énervent;énerver
énumère;énumérer
énumères;énumérer
énumère;énumérer
énumérons;énumérer
énumérez;énumérer
énumèrent;énumérer
épargne;épargner
épargnes;épargner
épargne;épargner
épargnons;épargner
épargnez;épargner
épargnent;épargner
éperonne;éperonner
éperonnes;éperonner
éperonne;éperonner
éperonnons;éperonner
éperonnez;éperonner
éperonnent;éperonner
épile;épiler
épiles;épiler
épile;épiler
épilons;épiler
épilez;épiler
épilent;épiler
épluche;éplucher
épluches;éplucher
épluche;éplucher
épluchons;éplucher
épluchez;éplucher
épluchent;éplucher
époussette;épousseter
époussettes;épousseter
époussette;épousseter
époussetons;épousseter
époussetez;épousseter
époussettent;épousseter
épuise;épuiser
épuises;épuiser
épuise;épuiser
épuisons;épuiser
épuisez;épuiser
épuisent;épuiser
érafle;érafler
érafles;érafler
érafle;érafler
éraflons;érafler
éraflez;érafler
éraflent;érafler
éructe;éructer
éructes;éructer
éructe;éructer
éructons;éructer
éructez;éructer
éructent;éructer
éteins;éteindre
éteins;éteindre
éteint;éteindre
éteignons;éteindre
éteignez;éteindre
éteignent;éteindre
étends;étendre
étends;étendre
étend;étendre
étendons;étendre
étendez;étendre
étendent;étendre
éternue;éternuer
éternues;éternuer
éternue;éternuer
éternuons;éternuer
éternuez;éternuer
éternuent;éternuer
étiquette;étiqueter
étiquettes;étiqueter
étiquette;étiqueter
étiquetons;étiqueter
étiquetez;étiqueter
étiquettent;étiqueter
étire;étirer
étires;étirer
étire;étirer
étirons;étirer
étirez;étirer
étirent;étirer
étouffe;étouffer
étouffes;étouffer
étouffe;étouffer
étouffons;étouffer
étouffez;étouffer
étouffent;étouffer
étourdis;étourdir
étourdis;étourdir
étourdit;étourdir
étourdissons;étourdir
étourdissez;étourdir
étourdissent;étourdir
étrangle;étrangler
étrangles;étrangler
étrangle;étrangler
étranglons;étrangler
étranglez;étrangler
étranglent;étrangler
étudie;étudier
étudies;étudier
étudie;étudier
étudions;étudier
étudiez;étudier
étudient;étudier
évacue;évacuer
évacues;évacuer
évacue;évacuer
évacuons;évacuer
évacuez;évacuer
évacuent;évacuer
évapore;évaporer
évapores;évaporer
évapore;évaporer
évaporons;évaporer
évaporez;évaporer
évaporent;évaporer
évente;éventer
éventes;éventer
évente;éventer
éventons;éventer
éventez;éventer
éventent;éventer
évite;éviter
évites;éviter
évite;éviter
évitons;éviter
évitez;éviter
évitent;éviter
suis;être
es;être
est;être
sommes;être
êtes;être
sont;être
suis;être
es;être
est;être
sommes;être
êtes;être
sont;être
suis;être
es;être
est;être
sommes;être
êtes;être
sont;être
suis;être
es;être
est;être
sommes;être
êtes;être
sont;être
suis;être
es;être
est;être
sommes;être
êtes;être
sont;être
suis;être
es;être
est;être
sommes;être
êtes;être
sont;être
suis;être
es;être
est;être
sommes;être
êtes;être
sont;être
suis;être
es;être
est;être
sommes;être
êtes;être
sont;être
suis;être
es;être
est;être
sommes;être
êtes;être
sont;être
suis;être
es;être
est;être
sommes;être
êtes;être
sont;être
suis;être
es;être
est;être
sommes;être
êtes;être
sont;être
suis;être
es;être
est;être
sommes;être
êtes;être
sont;être
suis;être
es;être
est;être
sommes;être
êtes;être
sont;être
suis;être
es;être
est;être
sommes;être
êtes;être
sont;être
suis;être
es;être
est;être
sommes;être
êtes;être
sont;être
suis;être
es;être
est;être
sommes;être
êtes;être
sont;être
suis;être
es;être
est;être
sommes;être
êtes;être
sont;être
suis;être
es;être
